Object Name,RA,DEC,Redshift z,Heliocentric Velocity,Magnitude,Associations
SDSS J125936.59+273140.2,194.90237,27.52789,0.027663,8293,21.0g,0
SDSS J125959.90+275921.8,194.9995,27.98933,0.0218,6535,21.0g,3
SDSS J130123.95+275316.6,195.34986,27.88819,0.018401,5516,21.0g,0
COMAi J130036.560+280255.67,195.15222,28.04893,0.025037,7506,21.0R,2
SDSS J125927.22+275257.0,194.8634,27.8825,0.0225,6745,21.1g,0
SDSS J125931.42+275431.4,194.88089,27.90871,0.024538,7356,21.1g,0
SDSS J130512.31+274925.2,196.30138,27.82367,0.025517,7650,21.1g,0
SDSS J130521.47+281943.5,196.3395,28.32874,0.026878,8058,21.1g,0
COMAi J130023.227+275948.91,195.09682,27.99694,0.021085,6321,21.1R,0
SDSS J125626.56+285928.8,194.11071,28.99134,0.023016,6900,21.2g,0
SDSS J125847.15+280722.6,194.6968,28.12324,0.023633,7085,21.2g,0
SDSS J125900.75+285016.7,194.75321,28.83804,0.018184,5451,21.2g,0
SSTSL2 J125915.27+274604.1,194.81365,27.76781,0.0211,6326,21.2g,0
SDSS J125934.39+275942.9,194.89316,27.99539,0.017429,5225,21.2g,1
SDSS J125756.00+272036.6,194.48334,27.34348,0.025053,7511,21.3g,0
SDSS J130020.27+280453.2,195.0845,28.08145,0.02711,8127,21.3g,0
SDSS J130030.94+280312.8,195.12892,28.05356,0.024667,7395,21.3g,0
SDSS J130035.99+275505.4,195.14995,27.9182,0.023169,6946,21.3g,0
SDSS J130228.46+274821.1,195.6186,27.80587,0.023333,6995,21.3g,0
SDSS J130514.04+283208.0,196.3085,28.53557,0.023016,6900,21.3g,0
COMAi J125938.623+275658.69,194.911,27.94969,0.022409,6718,21.3R,1
SDSS J125943.36+275422.0,194.93069,27.90613,0.021481,6440,21.4g,0
SDSS J125951.81+275726.3,194.96602,27.95734,0.01988,5960,21.4g,4
SDSS J130022.98+284312.1,195.09574,28.72009,0.023495,7044,21.4g,0
SDSS J130026.78+275953.4,195.11158,27.99817,0.024,7195,21.4g,0
SDSS J125505.07+274034.5,193.77118,27.67624,0.024725,7412,21.5g,0
COMAi J125932.496+275102.47,194.88548,27.85074,0.0273,8184,21.5g,1
SDSS J125941.29+273147.6,194.92206,27.53008,0.023426,7023,21.5g,0
SDSS J130130.43+282226.4,195.37655,28.37448,0.024414,7319,21.5g,0
SDSS J130427.73+271822.2,196.11551,27.30633,0.018638,5588,21.5g,0
COMAi J125926.032+280104.00,194.85857,28.01784,0.018299,5486,21.5R,1
COMAi J125944.017+275615.31,194.93337,27.93763,0.0244,7315,21.5R,0
COMAi J130014.209+280026.46,195.05922,28.00735,0.027182,8149,21.5R,0
COMAi J130039.963+275948.58,195.1665,27.99672,0.022152,6641,21.5R,1
WISEA J125455.53+285850.2,193.73093,28.98005,0.022976,6888,21.6g,1
SDSS J130015.68+280146.3,195.06533,28.02954,0.023299,6985,21.6g,0
SDSS J130039.35+280411.0,195.16404,28.06976,0.02219,6652,21.6g,1
SDSS J130331.09+285717.3,195.87956,28.95483,0.023016,6900,21.6g,1
SDSS J125625.20+275617.5,194.10473,27.93834,0.017038,5108,21.7g,0
SDSS J130039.32+275748.4,195.16385,27.96346,0.02201,6598,21.7g,1
COMAi J125938.081+275656.49,194.90866,27.9491,0.020441,6128,21.7R,1
[APS2006] J195.049881+28.06775,195.04988,28.06775,0.023696,7104,21.8R,1
COMAi J130019.310+280422.03,195.08055,28.07289,0.02451,7348,21.8R,0
COMAi J130051.032+280347.56,195.21275,28.06322,0.02228,6679,21.9R,0
SDSS J125739.53+280749.7,194.41474,28.13044,0.021365,6405,22.1g,0
COMAi J125940.409+275731.15,194.91829,27.95858,0.022906,6867,22.1R,1
COMAi J125935.227+275850.13,194.89685,27.98067,0.024534,7355,22.2R,0
SDSS J125939.15+280110.7,194.91317,28.01979,0.025314,7589,22.3g,0
WISEA J125956.43+285241.2,194.98524,28.87791,0.02018,6050,22.3g,0
COMAi J130029.807+280136.36,195.12428,28.02688,0.023,6895,22.3R,0
WISEA J125838.24+272851.7,194.65935,27.48103,0.02101,6299,22.4g,0
WISEA J130235.95+275811.4,195.6495,27.96998,0.02208,6619,22.4g,0
COMAi J130048.776+280111.20,195.20325,28.01978,0.02448,7339,22.4R,2
SDSS J125410.56+284356.0,193.54401,28.73218,0.027601,8275,22.5g,0
SDSS J125920.03+275746.9,194.83349,27.96304,0.025,7495,22.5g,0
SDSS J125941.20+275711.0,194.92167,27.95303,0.0232,6955,22.5g,0
WISEA J130108.55+280623.8,195.28563,28.10662,0.0205,6146,22.5g,0
SDSS J130210.84+284026.4,195.54526,28.6741,0.021431,6425,22.5g,0
COMAi J130032.579+275910.36,195.13587,27.9863,0.021808,6538,22.5R,1
SDSS J130040.50+273315.3,195.1688,27.55429,0.019344,5799,22.6g,0
COMAi J125938.946+275733.19,194.91234,27.95928,0.021875,6558,22.6R,4
COMAi J125943.054+275845.74,194.92937,27.97936,0.024504,7346,22.6R,2
SDSS J125943.95+275802.0,194.93315,27.96724,0.02644,7927,22.7g,0
SDSS J130005.94+281508.7,195.02476,28.25244,0.021121,6332,22.7g,0
COMAi J130036.414+275824.55,195.15167,27.97341,0.021468,6436,22.7R,1
SDSS J130021.38+280327.3,195.08911,28.05761,0.026251,7870,22.8g,1
COMAi J125951.272+275554.14,194.96367,27.93173,0.02386,7153,22.8R,1
COMAi J130018.525+275829.94,195.07726,27.97502,0.023396,7014,22.8R,1
SDSS J125933.65+275423.4,194.89022,27.90653,0.0236,7075,22.9g,2
SDSS J130437.23+283631.3,196.15518,28.6086,0.025283,7580,22.9g,2
COMAi J130016.555+275826.59,195.06908,27.97414,0.022926,6873,22.9R,0
COMAi J130019.734+275904.81,195.08231,27.98472,0.023466,7035,22.9R,2
SDSS J125944.92+275854.2,194.93713,27.9817,0.024183,7250,23.0g,4
SDSS J130011.60+275523.0,195.04837,27.923,0.02018,6050,23.0g,0
SDSS J130440.24+284718.0,196.16767,28.78834,0.023016,6900,23.0g,0
COMAi J125953.491+275855.68,194.97279,27.98207,0.021582,6470,23.0R,1
COMAi J130044.711+280144.75,195.18613,28.02906,0.022826,6843,23.0R,0
WISEA J125800.89+281331.6,194.50387,28.22551,0.02323,6964,23.1g,0
SDSS J125936.19+280111.8,194.90079,28.02008,0.025277,7578,23.1g,1
SDSS J125956.73+275958.1,194.9864,27.99948,0.02318,6949,23.1g,1
SDSS J130029.38+275719.4,195.1225,27.95551,0.023406,7017,23.1g,0
COMAi J130005.370+275644.28,195.0224,27.94569,0.01927,5777,23.1R,2
COMAi J130031.773+280121.93,195.13246,28.02287,0.027095,8123,23.1R,0
COMAi J125930.702+275925.76,194.87804,27.99056,0.025418,7620,23.2R,1
WISEA J125956.94+281340.0,194.98717,28.22791,0.019969,5987,23.4g,1
COMAi J125952.441+275724.32,194.96855,27.95678,0.022365,6705,23.4R,0
COMAi J130030.879+275827.64,195.12872,27.97443,0.021065,6315,23.4R,0
COMAi J130036.125+280228.36,195.15057,28.04134,0.021828,6544,23.5R,0
SDSS J125941.89+275848.9,194.9245,27.98017,0.02457,7366,23.6g,0
SDSS J125932.77+275831.4,194.88646,27.97534,0.0248,7435,23.7g,0
SDSS J125936.03+275805.1,194.90015,27.9681,0.023113,6929,23.7g,3
COMAi J130037.179+275807.37,195.15495,27.96881,0.022746,6819,23.7R,1
SDSS J130020.18+275801.6,195.08417,27.96723,0.020981,6290,24.0g,0
COMAi J130032.301+275841.02,195.13468,27.97807,0.023,6895,24.4R,0
SDSS J130427.13+271825.4,196.11306,27.30703,0.018524,5553,25.1g,0
SMDG J1253489+273934,193.45375,27.65944,0.022812,6839,,0
SMDG J1254345+274046,193.64375,27.67944,0.023016,6900,,0
SMDG J1255062+273727,193.7758,27.62427,0.023016,6900,,0
SMDG J1255076+274407,193.78163,27.73529,0.023016,6900,,0
WISEA J125555.33+272735.1,193.98085,27.45996,0.02398,7189,,0
SMDG J1256129+273250,194.05388,27.54741,0.023016,6900,,0
SMDG J1256227+281955,194.09461,28.33168,0.023016,6900,,0
SMDG J1256284+273706,194.11836,27.61842,0.023016,6900,,0
DESI J194.1190+27.2913,194.11909,27.2913,0.025084,7520,,0
DESI J194.1443+27.2275,194.14435,27.22756,0.024047,7209,,0
SMDG J1256546+273312,194.2275,27.55333,0.023143,6938,,0
DESI J194.2704+27.6773,194.27045,27.67738,0.026069,7815,,0
SMDG J1257189+270556,194.32912,27.09879,0.023016,6900,,0
MaNGA 09051-09101,194.346,27.50397,0.024532,7355,,0
SMDG J1257243+274343,194.3515,27.72869,0.023016,6900,,0
MaNGA 08953-06101,194.3785,28.48115,0.022555,6762,,0
DESI J194.4679+27.7396,194.46798,27.73963,0.023109,6928,,0
SMDG J1257534+273202,194.47228,27.53385,0.023456,7032,,0
DESI J194.5146+27.8149,194.51464,27.81491,0.023843,7148,,0
SMDG J1258104+271911,194.54342,27.31984,0.022956,6882,,0
SMDG J1258131+272522,194.55482,27.42282,0.023016,6900,,0
DESI J194.5776+27.3108,194.57764,27.31081,0.024795,7433,,0
SMDG J1258276+270600,194.615,27.1,0.023016,6900,,0
DESI J194.6229+28.3012,194.62299,28.30122,0.0197,5906,,0
DESI J194.6472+27.2646,194.64727,27.2647,0.024559,7363,,0
SMDG J1258449+283912,194.68785,28.65311,0.023186,6951,,0
DESI J194.7113+27.3935,194.71137,27.39357,0.025563,7664,,0
MaNGA 08953-12702,194.8907,27.96562,0.024057,7212,,0
DESI J194.9172+28.6308,194.91728,28.63084,0.017829,5345,,0
COMAi J125944.182+275730.39,194.93407,27.95839,0.023,6895,,0
COMAi J125944.217+275730.29,194.93425,27.95851,0.023,6895,,0
ABELL 1656:[EF2011] 7165,194.9362,27.73623,0.0199,5966,,0
DESI J194.9978+27.9405,194.9978,27.94057,0.02037,6107,,0
DESI J195.0062+27.7311,195.00627,27.73119,0.02692,8070,,0
DESI J195.0434+27.5949,195.04342,27.59499,0.01866,5594,,0
MaNGA 08953-12701,195.0456,27.98015,0.021597,6475,,0
ABELL 1656:[BDG95] +0430-0555,195.07375,28.12472,0.021992,6593,,0
SMDG J1300279+283730,195.11639,28.62492,0.023016,6900,,0
SMDG J1300473+264659,195.19694,26.78309,0.023016,6900,,0
SMDG J1300580+265835,195.24166,26.97636,0.02132,6392,,0
Subaru-UDG 012,195.27223,27.15982,0.02159,6473,,0
SMDG J1301180+281117,195.32515,28.1882,0.023496,7044,,0
SMDG J1301191+270315,195.32962,27.05425,0.02122,6362,,0
SMDG J1301561+280722,195.4841,28.12283,0.023436,7026,,0
SMDG J1302250+265246,195.60407,26.87946,0.023016,6900,,0
2MASX J13023477+2756563,195.64494,27.94904,0.01928,5780,,2
SMDG J1303550+282121,195.97958,28.35556,0.020324,6093,,0
SMDG J1303568+280630,195.98667,28.10833,0.022662,6794,,0
SMDG J1304052+274804,196.02125,27.80139,0.023016,6900,,0
2MASX J13041795+2901462,196.07477,29.02956,0.02277,6826,,2
DESI J196.1106+27.3044,196.11064,27.30442,0.018393,5514,,0
SDSS J130426.67+271821.0,196.11116,27.30586,0.01849,5543,,0
DESI J196.1797+28.2077,196.17975,28.20776,0.024948,7479,,0
